game_id,game_date,attendance,game_time
0024600073,1946-12-05 00:00:00,,
0024600077,1946-12-07 00:00:00,,
0024600081,1946-12-07 00:00:00,,
0024600079,1946-12-07 00:00:00,,
0024600083,1946-12-08 00:00:00,,
0024600082,1946-12-08 00:00:00,,
0024600084,1946-12-09 00:00:00,,
0024600086,1946-12-10 00:00:00,,
0024600085,1946-12-10 00:00:00,,
0024600088,1946-12-11 00:00:00,,
0024600087,1946-12-11 00:00:00,,
0024600089,1946-12-11 00:00:00,,
0024600091,1946-12-12 00:00:00,,
0024600092,1946-12-12 00:00:00,,
0024600090,1946-12-12 00:00:00,,
0024600093,1946-12-13 00:00:00,,
0024600096,1946-12-14 00:00:00,,
0024600094,1946-12-14 00:00:00,,
0024600095,1946-12-14 00:00:00,,
0024600098,1946-12-15 00:00:00,,
0024600097,1946-12-15 00:00:00,,
0024600100,1946-12-16 00:00:00,,
0024600101,1946-12-17 00:00:00,,
0024600102,1946-12-17 00:00:00,,
0024600103,1946-12-18 00:00:00,,
0024600104,1946-12-18 00:00:00,,
0024600107,1946-12-19 00:00:00,,
0024600106,1946-12-19 00:00:00,,
0024600108,1946-12-20 00:00:00,,
0024600109,1946-12-21 00:00:00,,
0024600110,1946-12-21 00:00:00,,
0024600112,1946-12-22 00:00:00,,
0024600113,1946-12-22 00:00:00,,
0024600115,1946-12-26 00:00:00,,
0024600116,1946-12-26 00:00:00,,
0024600119,1946-12-27 00:00:00,,
0024600121,1946-12-28 00:00:00,,
0024600120,1946-12-28 00:00:00,,
0024600122,1946-12-29 00:00:00,,
0024600126,1946-12-30 00:00:00,,
0024600128,1946-12-31 00:00:00,,
0024600127,1946-12-31 00:00:00,,
0024600130,1947-01-01 00:00:00,,
0024600132,1947-01-02 00:00:00,,
0024600136,1947-01-04 00:00:00,,
0024600135,1947-01-04 00:00:00,,
0024600138,1947-01-05 00:00:00,,
0024600141,1947-01-06 00:00:00,,
0024600140,1947-01-06 00:00:00,,
0024600139,1947-01-06 00:00:00,,
0024600143,1947-01-08 00:00:00,,
0024600144,1947-01-08 00:00:00,,
0024600145,1947-01-08 00:00:00,,
0024600142,1947-01-08 00:00:00,,
0024600148,1947-01-09 00:00:00,,
0024600147,1947-01-09 00:00:00,,
0024600146,1947-01-09 00:00:00,,
0024600150,1947-01-11 00:00:00,,
0024600151,1947-01-11 00:00:00,,
0024600153,1947-01-12 00:00:00,,
0024600154,1947-01-12 00:00:00,,
0024600155,1947-01-13 00:00:00,,
0024600156,1947-01-14 00:00:00,,
0024600159,1947-01-15 00:00:00,,
0024600160,1947-01-15 00:00:00,,
0024600161,1947-01-16 00:00:00,,
0024600162,1947-01-16 00:00:00,,
0024600163,1947-01-16 00:00:00,,
0024600165,1947-01-18 00:00:00,,
0024600166,1947-01-18 00:00:00,,
0024600168,1947-01-19 00:00:00,,
0024600167,1947-01-19 00:00:00,,
0024600170,1947-01-20 00:00:00,,
0024600169,1947-01-20 00:00:00,,
0024600171,1947-01-21 00:00:00,,
0024600172,1947-01-21 00:00:00,,
0024600174,1947-01-22 00:00:00,,
0024600173,1947-01-22 00:00:00,,
0024600176,1947-01-23 00:00:00,,
0024600178,1947-01-23 00:00:00,,
0024600179,1947-01-24 00:00:00,,
0024600180,1947-01-25 00:00:00,,
0024600181,1947-01-25 00:00:00,,
0024600184,1947-01-26 00:00:00,,
0024600183,1947-01-26 00:00:00,,
0024600185,1947-01-27 00:00:00,,
0024600188,1947-01-28 00:00:00,,
0024600191,1947-01-29 00:00:00,,
0024600189,1947-01-29 00:00:00,,
0024600190,1947-01-29 00:00:00,,
0024600194,1947-01-30 00:00:00,,
0024600193,1947-01-30 00:00:00,,
0024600195,1947-01-31 00:00:00,,
0024600197,1947-02-01 00:00:00,,
0024600196,1947-02-01 00:00:00,,
0024600201,1947-02-02 00:00:00,,
0024600199,1947-02-02 00:00:00,,
0024600202,1947-02-03 00:00:00,,
0024600203,1947-02-03 00:00:00,,
0024600204,1947-02-04 00:00:00,,
0024600207,1947-02-05 00:00:00,,
0024600206,1947-02-05 00:00:00,,
0024600205,1947-02-05 00:00:00,,
0024600210,1947-02-06 00:00:00,,
0024600211,1947-02-06 00:00:00,,
0024600208,1947-02-06 00:00:00,,
0024600214,1947-02-08 00:00:00,,
0024600212,1947-02-08 00:00:00,,
0024600217,1947-02-09 00:00:00,,
0024600218,1947-02-10 00:00:00,,
0024600220,1947-02-11 00:00:00,,
0024600219,1947-02-11 00:00:00,,
0024600223,1947-02-12 00:00:00,,
0024600225,1947-02-13 00:00:00,,
0024600224,1947-02-13 00:00:00,,
0024600227,1947-02-14 00:00:00,,
0024600230,1947-02-15 00:00:00,,
0024600228,1947-02-15 00:00:00,,
0024600229,1947-02-15 00:00:00,,
0024600234,1947-02-16 00:00:00,,
0024600232,1947-02-16 00:00:00,,
0024600233,1947-02-16 00:00:00,,
0024600231,1947-02-16 00:00:00,,
0024600235,1947-02-17 00:00:00,,
0024600236,1947-02-18 00:00:00,,
0024600237,1947-02-18 00:00:00,,
0024600240,1947-02-19 00:00:00,,
0024600239,1947-02-19 00:00:00,,
0024600238,1947-02-19 00:00:00,,
0024600242,1947-02-20 00:00:00,,
0024600241,1947-02-20 00:00:00,,
0024600245,1947-02-21 00:00:00,,
0024600248,1947-02-22 00:00:00,,
0024600247,1947-02-22 00:00:00,,
0024600249,1947-02-23 00:00:00,,
0024600253,1947-02-23 00:00:00,,
0024600250,1947-02-23 00:00:00,,
0024600251,1947-02-23 00:00:00,,
0024600254,1947-02-24 00:00:00,,
0024600255,1947-02-24 00:00:00,,
0024600257,1947-02-25 00:00:00,,
0024600259,1947-02-26 00:00:00,,
0024600261,1947-02-26 00:00:00,,
0024600260,1947-02-26 00:00:00,,
0024600262,1947-02-27 00:00:00,,
0024600264,1947-02-28 00:00:00,,
0024600267,1947-03-01 00:00:00,,
0024600265,1947-03-01 00:00:00,,
0024600266,1947-03-01 00:00:00,,
0024600268,1947-03-02 00:00:00,,
0024600269,1947-03-02 00:00:00,,
0024600270,1947-03-03 00:00:00,,
0024600271,1947-03-03 00:00:00,,
0024600273,1947-03-04 00:00:00,,
0024600274,1947-03-05 00:00:00,,
0024600276,1947-03-06 00:00:00,,
0024600279,1947-03-07 00:00:00,,
0024600280,1947-03-08 00:00:00,,
0024600283,1947-03-08 00:00:00,,
0024600282,1947-03-08 00:00:00,,
0024600281,1947-03-08 00:00:00,,
0024600285,1947-03-10 00:00:00,,
0024600287,1947-03-11 00:00:00,,
0024600288,1947-03-11 00:00:00,,
0024600290,1947-03-12 00:00:00,,
0024600289,1947-03-12 00:00:00,,
0024600293,1947-03-13 00:00:00,,
0024600294,1947-03-13 00:00:00,,
0024600291,1947-03-13 00:00:00,,
0024600296,1947-03-14 00:00:00,,
0024600297,1947-03-14 00:00:00,,
0024600302,1947-03-18 00:00:00,,
0024600300,1947-03-18 00:00:00,,
0024600305,1947-03-19 00:00:00,,
0024600304,1947-03-19 00:00:00,,
0024600307,1947-03-20 00:00:00,,
0024600306,1947-03-20 00:00:00,,
0024600308,1947-03-20 00:00:00,,
0024600309,1947-03-21 00:00:00,,
0024600310,1947-03-22 00:00:00,,
0024600313,1947-03-22 00:00:00,,
0024600311,1947-03-22 00:00:00,,
0024600314,1947-03-23 00:00:00,,
0024600316,1947-03-24 00:00:00,,
0024600317,1947-03-24 00:00:00,,
0024600318,1947-03-25 00:00:00,,
0024600319,1947-03-26 00:00:00,,
0024600320,1947-03-26 00:00:00,,
0024600322,1947-03-26 00:00:00,,
0024600323,1947-03-27 00:00:00,,
0024600324,1947-03-28 00:00:00,,
0024600328,1947-03-29 00:00:00,,
0024600327,1947-03-29 00:00:00,,
0024600326,1947-03-29 00:00:00,,
0024600329,1947-03-30 00:00:00,,
0024600330,1947-03-30 00:00:00,,
0024600331,1947-03-31 00:00:00,,
0044601021,1947-04-02 00:00:00,,
0044601011,1947-04-02 00:00:00,8273.0,
0044601012,1947-04-05 00:00:00,,
0044601022,1947-04-05 00:00:00,10321.0,
0044601013,1947-04-06 00:00:00,,
0044600223,1947-04-08 00:00:00,,
0044601023,1947-04-09 00:00:00,5124.0,
0044600224,1947-04-10 00:00:00,,
0044600211,1947-04-12 00:00:00,,
0044600225,1947-04-12 00:00:00,,
0044600226,1947-04-13 00:00:00,,
0044600212,1947-04-14 00:00:00,4607.0,
0044600411,1947-04-16 00:00:00,7918.0,
0044600412,1947-04-17 00:00:00,7604.0,
0044600413,1947-04-19 00:00:00,2209.0,
0044600414,1947-04-20 00:00:00,1934.0,
0044600415,1947-04-22 00:00:00,8221.0,
0024700001,1947-11-12 00:00:00,,
0024700005,1947-11-13 00:00:00,,
0024700002,1947-11-13 00:00:00,,
0024700004,1947-11-13 00:00:00,,
0024700006,1947-11-14 00:00:00,,
0024700008,1947-11-15 00:00:00,,
0024700010,1947-11-15 00:00:00,,
0024700009,1947-11-15 00:00:00,,
0024700007,1947-11-15 00:00:00,,
0024700012,1947-11-18 00:00:00,,
0024700014,1947-11-19 00:00:00,,
0024700013,1947-11-19 00:00:00,,
0024700016,1947-11-20 00:00:00,,
0024700018,1947-11-20 00:00:00,,
0024700015,1947-11-20 00:00:00,,
0024700019,1947-11-21 00:00:00,,
0024700020,1947-11-22 00:00:00,,
0024700021,1947-11-22 00:00:00,,
0024700022,1947-11-22 00:00:00,,
0024700024,1947-11-25 00:00:00,,
0024700025,1947-11-26 00:00:00,,
0024700026,1947-11-26 00:00:00,,
0024700028,1947-11-27 00:00:00,,
0024700027,1947-11-27 00:00:00,,
0024700030,1947-11-28 00:00:00,,
0024700029,1947-11-28 00:00:00,,
0024700032,1947-11-29 00:00:00,,
0024700031,1947-11-29 00:00:00,,
0024700033,1947-12-01 00:00:00,,
0024700035,1947-12-02 00:00:00,,
0024700034,1947-12-02 00:00:00,,
0024700036,1947-12-03 00:00:00,,
0024700037,1947-12-03 00:00:00,,
0024700038,1947-12-04 00:00:00,,
0024700039,1947-12-05 00:00:00,,
0024700041,1947-12-06 00:00:00,,
0024700040,1947-12-06 00:00:00,,
0024700042,1947-12-08 00:00:00,,
0024700043,1947-12-09 00:00:00,,
0024700046,1947-12-11 00:00:00,,
0024700045,1947-12-11 00:00:00,,
0024700048,1947-12-12 00:00:00,,
0024700049,1947-12-13 00:00:00,,
0024700050,1947-12-13 00:00:00,,
0024700051,1947-12-15 00:00:00,,
0024700052,1947-12-17 00:00:00,,
0024700055,1947-12-18 00:00:00,,
0024700054,1947-12-18 00:00:00,,
0024700056,1947-12-18 00:00:00,,
0024700057,1947-12-19 00:00:00,,
0024700059,1947-12-20 00:00:00,,
0024700060,1947-12-20 00:00:00,,
0024700061,1947-12-21 00:00:00,,
0024700062,1947-12-23 00:00:00,,
0024700063,1947-12-23 00:00:00,,
0024700064,1947-12-25 00:00:00,,
0024700065,1947-12-25 00:00:00,,
0024700066,1947-12-25 00:00:00,,
0024700067,1947-12-26 00:00:00,,
0024700069,1947-12-27 00:00:00,,
0024700070,1947-12-27 00:00:00,,
0024700068,1947-12-27 00:00:00,,
0024700071,1947-12-28 00:00:00,,
0024700073,1947-12-30 00:00:00,,
0024700072,1947-12-30 00:00:00,,
0024700075,1948-01-01 00:00:00,,
0024700074,1948-01-01 00:00:00,,
0024700076,1948-01-02 00:00:00,,
0024700078,1948-01-03 00:00:00,,
0024700079,1948-01-03 00:00:00,,
0024700080,1948-01-04 00:00:00,,
0024700081,1948-01-06 00:00:00,,
0024700082,1948-01-07 00:00:00,,
0024700083,1948-01-08 00:00:00,,
0024700088,1948-01-11 00:00:00,,
0024700090,1948-01-11 00:00:00,,
0024700089,1948-01-11 00:00:00,,
0024700091,1948-01-14 00:00:00,,
0024700093,1948-01-15 00:00:00,,
0024700092,1948-01-15 00:00:00,,
0024700095,1948-01-16 00:00:00,,
0024700094,1948-01-16 00:00:00,,
0024700097,1948-01-17 00:00:00,,
0024700096,1948-01-17 00:00:00,,
0024700098,1948-01-18 00:00:00,,
0024700099,1948-01-18 00:00:00,,
0024700100,1948-01-19 00:00:00,,
0024700101,1948-01-20 00:00:00,,
0024700102,1948-01-21 00:00:00,,
0024700105,1948-01-22 00:00:00,,
0024700103,1948-01-22 00:00:00,,
0024700104,1948-01-22 00:00:00,,
0024700107,1948-01-24 00:00:00,,
0024700109,1948-01-25 00:00:00,,
0024700110,1948-01-27 00:00:00,,
0024700111,1948-01-27 00:00:00,,
0024700112,1948-01-27 00:00:00,,
0024700113,1948-01-28 00:00:00,,
0024700115,1948-01-29 00:00:00,,
0024700114,1948-01-29 00:00:00,,
0024700117,1948-01-30 00:00:00,,
0024700121,1948-01-31 00:00:00,,
0024700120,1948-01-31 00:00:00,,
0024700118,1948-01-31 00:00:00,,
0024700119,1948-01-31 00:00:00,,
0024700122,1948-02-01 00:00:00,,
0024700123,1948-02-03 00:00:00,,
0024700125,1948-02-04 00:00:00,,
0024700124,1948-02-04 00:00:00,,
0024700127,1948-02-05 00:00:00,,
0024700126,1948-02-05 00:00:00,,
0024700128,1948-02-05 00:00:00,,
0024700129,1948-02-06 00:00:00,,
0024700130,1948-02-07 00:00:00,,
0024700131,1948-02-07 00:00:00,,
0024700133,1948-02-08 00:00:00,,
0024700134,1948-02-10 00:00:00,,
0024700135,1948-02-11 00:00:00,,
0024700136,1948-02-11 00:00:00,,
0024700138,1948-02-12 00:00:00,,
0024700137,1948-02-12 00:00:00,,
0024700139,1948-02-12 00:00:00,,
0024700140,1948-02-13 00:00:00,,
0024700142,1948-02-14 00:00:00,,
0024700141,1948-02-14 00:00:00,,
0024700143,1948-02-15 00:00:00,,
0024700145,1948-02-18 00:00:00,,
0024700147,1948-02-19 00:00:00,,
0024700149,1948-02-19 00:00:00,,
0024700148,1948-02-19 00:00:00,,
0024700146,1948-02-19 00:00:00,,
0024700151,1948-02-21 00:00:00,,
0024700153,1948-02-22 00:00:00,,
0024700155,1948-02-25 00:00:00,,
0024700158,1948-02-26 00:00:00,,
0024700156,1948-02-26 00:00:00,,
0024700157,1948-02-26 00:00:00,,
0024700159,1948-02-27 00:00:00,,
0024700162,1948-02-28 00:00:00,,
0024700161,1948-02-28 00:00:00,,
0024700163,1948-02-29 00:00:00,,
0024700164,1948-02-29 00:00:00,,
0024700165,1948-03-02 00:00:00,,
0024700166,1948-03-04 00:00:00,,
0024700167,1948-03-04 00:00:00,,
0024700168,1948-03-05 00:00:00,,
0024700170,1948-03-06 00:00:00,,
0024700169,1948-03-06 00:00:00,,
0024700172,1948-03-09 00:00:00,,
0024700173,1948-03-09 00:00:00,,
0024700175,1948-03-10 00:00:00,,
0024700174,1948-03-10 00:00:00,,
0024700176,1948-03-11 00:00:00,,
0024700177,1948-03-11 00:00:00,,
0024700180,1948-03-13 00:00:00,,
0024700179,1948-03-13 00:00:00,,
0024700178,1948-03-13 00:00:00,,
0024700181,1948-03-13 00:00:00,,
0024700183,1948-03-16 00:00:00,,
0024700182,1948-03-16 00:00:00,,
0024700184,1948-03-17 00:00:00,,
0024700186,1948-03-18 00:00:00,,
0024700187,1948-03-18 00:00:00,,
0024700188,1948-03-18 00:00:00,,
0024700189,1948-03-20 00:00:00,,
0024700190,1948-03-20 00:00:00,,
0024700191,1948-03-20 00:00:00,,
0024700192,1948-03-21 00:00:00,,
0024700193,1948-03-23 00:00:00,,
0044700211,1948-03-23 00:00:00,,
0044700213,1948-03-27 00:00:00,,
0044701021,1948-03-28 00:00:00,,
0044701022,1948-03-31 00:00:00,,
0044700215,1948-04-01 00:00:00,,
0044701013,1948-04-01 00:00:00,,
0044701023,1948-04-02 00:00:00,,
0044700216,1948-04-03 00:00:00,,
0044700217,1948-04-06 00:00:00,,
0044700221,1948-04-07 00:00:00,,
0044700222,1948-04-08 00:00:00,,
0044700411,1948-04-10 00:00:00,,
0044700412,1948-04-13 00:00:00,,
0044700414,1948-04-17 00:00:00,,
0044700415,1948-04-20 00:00:00,,
0044700416,1948-04-21 00:00:00,,
0024800001,1948-11-01 00:00:00,,
0024800003,1948-11-03 00:00:00,,
0024800002,1948-11-03 00:00:00,,
0024800006,1948-11-04 00:00:00,,
0024800004,1948-11-04 00:00:00,,
0024800005,1948-11-04 00:00:00,,
0024800007,1948-11-05 00:00:00,,
0024800012,1948-11-06 00:00:00,,
0024800013,1948-11-06 00:00:00,,
0024800009,1948-11-06 00:00:00,,
0024800014,1948-11-07 00:00:00,,
0024800015,1948-11-07 00:00:00,,
0024800016,1948-11-09 00:00:00,,
0024800017,1948-11-09 00:00:00,,
0024800020,1948-11-09 00:00:00,,
0024800021,1948-11-10 00:00:00,,
0024800023,1948-11-11 00:00:00,,
0024800022,1948-11-11 00:00:00,,
0024800019,1948-11-11 00:00:00,,
0024800024,1948-11-11 00:00:00,,
0024800030,1948-11-13 00:00:00,,
0024800027,1948-11-13 00:00:00,,
0024800028,1948-11-13 00:00:00,,
0024800032,1948-11-13 00:00:00,,
0024800031,1948-11-13 00:00:00,,
0024800029,1948-11-13 00:00:00,,
0024800034,1948-11-14 00:00:00,,
0024800033,1948-11-14 00:00:00,,
0024800036,1948-11-16 00:00:00,,
0024800035,1948-11-16 00:00:00,,
0024800038,1948-11-17 00:00:00,,
0024800040,1948-11-17 00:00:00,,
0024800039,1948-11-17 00:00:00,,
0024800043,1948-11-18 00:00:00,,
0024800046,1948-11-19 00:00:00,,
0024800044,1948-11-19 00:00:00,,
0024800048,1948-11-20 00:00:00,,
0024800047,1948-11-20 00:00:00,,
0024800049,1948-11-20 00:00:00,,
0024800010,1948-11-20 00:00:00,,
0024800051,1948-11-21 00:00:00,,
0024800052,1948-11-21 00:00:00,,
0024800053,1948-11-23 00:00:00,,
0024800054,1948-11-23 00:00:00,,
0024800055,1948-11-23 00:00:00,,
0024800056,1948-11-23 00:00:00,,
0024800057,1948-11-24 00:00:00,,
0024800060,1948-11-25 00:00:00,,
0024800058,1948-11-25 00:00:00,,
0024800059,1948-11-25 00:00:00,,
0024800063,1948-11-27 00:00:00,,
0024800062,1948-11-27 00:00:00,,
0024800066,1948-11-27 00:00:00,,
0024800067,1948-11-28 00:00:00,,
0024800068,1948-11-28 00:00:00,,
0024800069,1948-11-30 00:00:00,,
0024800071,1948-11-30 00:00:00,,
0024800072,1948-11-30 00:00:00,,
0024800076,1948-12-01 00:00:00,,
0024800073,1948-12-01 00:00:00,,
0024800075,1948-12-01 00:00:00,,
0024800079,1948-12-02 00:00:00,,
0024800078,1948-12-02 00:00:00,,
0024800077,1948-12-02 00:00:00,,
0024800084,1948-12-04 00:00:00,,
0024800082,1948-12-04 00:00:00,,
0024800081,1948-12-04 00:00:00,,
0024800080,1948-12-04 00:00:00,,
0024800083,1948-12-04 00:00:00,,
0024800085,1948-12-04 00:00:00,,
0024800087,1948-12-05 00:00:00,,
0024800088,1948-12-06 00:00:00,,
0024800090,1948-12-07 00:00:00,,
0024800089,1948-12-07 00:00:00,,
0024800092,1948-12-08 00:00:00,,
0024800091,1948-12-08 00:00:00,,
0024800094,1948-12-08 00:00:00,,
0024800093,1948-12-08 00:00:00,,
0024800095,1948-12-09 00:00:00,,
0024800096,1948-12-09 00:00:00,,
0024800098,1948-12-10 00:00:00,,
0024800097,1948-12-10 00:00:00,,
0024800100,1948-12-11 00:00:00,,
0024800101,1948-12-11 00:00:00,,
0024800102,1948-12-12 00:00:00,,
0024800103,1948-12-12 00:00:00,,
0024800104,1948-12-13 00:00:00,,
0024800106,1948-12-13 00:00:00,,
0024800105,1948-12-13 00:00:00,,
0024800108,1948-12-14 00:00:00,,
0024800107,1948-12-14 00:00:00,,
0024800110,1948-12-15 00:00:00,,
0024800113,1948-12-16 00:00:00,,
0024800112,1948-12-16 00:00:00,,
0024800114,1948-12-17 00:00:00,,
0024800116,1948-12-17 00:00:00,,
0024800117,1948-12-18 00:00:00,,
0024800119,1948-12-18 00:00:00,,
0024800120,1948-12-18 00:00:00,,
0024800118,1948-12-18 00:00:00,,
0024800122,1948-12-19 00:00:00,,
0024800121,1948-12-19 00:00:00,,
0024800124,1948-12-21 00:00:00,,
0024800125,1948-12-21 00:00:00,,
0024800127,1948-12-22 00:00:00,,
0024800126,1948-12-22 00:00:00,,
0024800129,1948-12-23 00:00:00,,
0024800130,1948-12-23 00:00:00,,
0024800132,1948-12-25 00:00:00,,
0024800134,1948-12-25 00:00:00,,
0024800131,1948-12-25 00:00:00,,
0024800135,1948-12-25 00:00:00,,
0024800139,1948-12-26 00:00:00,,
0024800136,1948-12-26 00:00:00,,
0024800138,1948-12-26 00:00:00,,
0024800137,1948-12-26 00:00:00,,
0024800140,1948-12-28 00:00:00,,
0024800143,1948-12-29 00:00:00,,
0024800142,1948-12-29 00:00:00,,
0024800141,1948-12-29 00:00:00,,
0024800145,1948-12-30 00:00:00,,
0024800146,1948-12-30 00:00:00,,
0024800144,1948-12-30 00:00:00,,
0024800148,1948-12-31 00:00:00,,
0024800154,1949-01-01 00:00:00,,
0024800153,1949-01-01 00:00:00,,
0024800152,1949-01-01 00:00:00,,
0024800150,1949-01-01 00:00:00,,
0024800151,1949-01-01 00:00:00,,
0024800155,1949-01-02 00:00:00,,
0024800157,1949-01-02 00:00:00,,
0024800160,1949-01-04 00:00:00,,
0024800159,1949-01-04 00:00:00,,
0024800158,1949-01-04 00:00:00,,
0024800161,1949-01-04 00:00:00,,
0024800163,1949-01-05 00:00:00,,
0024800162,1949-01-05 00:00:00,,
0024800164,1949-01-06 00:00:00,,
0024800165,1949-01-06 00:00:00,,
0024800167,1949-01-07 00:00:00,,
0024800173,1949-01-08 00:00:00,,
0024800170,1949-01-08 00:00:00,,
0024800168,1949-01-08 00:00:00,,
0024800169,1949-01-08 00:00:00,,
0024800172,1949-01-08 00:00:00,,
0024800171,1949-01-08 00:00:00,,
0024800176,1949-01-09 00:00:00,,
0024800174,1949-01-09 00:00:00,,
0024800177,1949-01-10 00:00:00,,
0024800179,1949-01-11 00:00:00,,
0024800178,1949-01-11 00:00:00,,
0024800180,1949-01-12 00:00:00,,
0024800183,1949-01-12 00:00:00,,
0024800181,1949-01-12 00:00:00,,
0024800184,1949-01-13 00:00:00,,
0024800185,1949-01-14 00:00:00,,
0024800189,1949-01-15 00:00:00,,
0024800188,1949-01-15 00:00:00,,
0024800191,1949-01-15 00:00:00,,
0024800187,1949-01-15 00:00:00,,
0024800190,1949-01-15 00:00:00,,
0024800192,1949-01-16 00:00:00,,
0024800193,1949-01-16 00:00:00,,
0024800194,1949-01-16 00:00:00,,
0024800195,1949-01-17 00:00:00,,
0024800197,1949-01-18 00:00:00,,
0024800198,1949-01-18 00:00:00,,
0024800196,1949-01-18 00:00:00,,
0024800199,1949-01-19 00:00:00,,
0024800200,1949-01-19 00:00:00,,
0024800201,1949-01-20 00:00:00,,
0024800202,1949-01-20 00:00:00,,
0024800203,1949-01-20 00:00:00,,
0024800205,1949-01-20 00:00:00,,
0024800204,1949-01-20 00:00:00,,
0024800206,1949-01-21 00:00:00,,
0024800207,1949-01-22 00:00:00,,
0024800208,1949-01-22 00:00:00,,
0024800209,1949-01-22 00:00:00,,
0024800213,1949-01-23 00:00:00,,
0024800211,1949-01-23 00:00:00,,
0024800215,1949-01-25 00:00:00,,
0024800216,1949-01-25 00:00:00,,
0024800219,1949-01-26 00:00:00,,
0024800220,1949-01-26 00:00:00,,
0024800218,1949-01-26 00:00:00,,
0024800221,1949-01-27 00:00:00,,
0024800222,1949-01-27 00:00:00,,
0024800225,1949-01-28 00:00:00,,
0024800223,1949-01-28 00:00:00,,
0024800224,1949-01-28 00:00:00,,
0024800226,1949-01-29 00:00:00,,
0024800229,1949-01-29 00:00:00,,
0024800227,1949-01-29 00:00:00,,
0024800228,1949-01-29 00:00:00,,
0024800231,1949-01-31 00:00:00,,
0024800232,1949-01-31 00:00:00,,
0024800234,1949-02-01 00:00:00,,
0024800233,1949-02-01 00:00:00,,
0024800235,1949-02-01 00:00:00,,
0024800236,1949-02-02 00:00:00,,
0024800237,1949-02-02 00:00:00,,
0024800238,1949-02-02 00:00:00,,
0024800241,1949-02-03 00:00:00,,
0024800240,1949-02-03 00:00:00,,
0024800239,1949-02-03 00:00:00,,
0024800242,1949-02-03 00:00:00,,
0024800243,1949-02-04 00:00:00,,
0024800244,1949-02-05 00:00:00,,
0024800245,1949-02-05 00:00:00,,
0024800250,1949-02-06 00:00:00,,
0024800251,1949-02-06 00:00:00,,
0024800249,1949-02-06 00:00:00,,
0024800252,1949-02-07 00:00:00,,
0024800253,1949-02-07 00:00:00,,
0024800254,1949-02-08 00:00:00,,
0024800256,1949-02-08 00:00:00,,
0024800259,1949-02-09 00:00:00,,
0024800258,1949-02-09 00:00:00,,
0024800257,1949-02-09 00:00:00,,
0024800261,1949-02-10 00:00:00,,
0024800262,1949-02-10 00:00:00,,
0024800260,1949-02-10 00:00:00,,
0024800263,1949-02-11 00:00:00,,
0024800264,1949-02-11 00:00:00,,
0024800267,1949-02-12 00:00:00,,
0024800265,1949-02-12 00:00:00,,
0024800266,1949-02-12 00:00:00,,
0024800268,1949-02-12 00:00:00,,
0024800270,1949-02-13 00:00:00,,
0024800273,1949-02-15 00:00:00,,
0024800272,1949-02-15 00:00:00,,
0024800275,1949-02-15 00:00:00,,
0024800274,1949-02-15 00:00:00,,
0024800277,1949-02-16 00:00:00,,
0024800276,1949-02-16 00:00:00,,
